_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year,label
113115,11864,711408,come feel me tremble,paul westerberg,2003,come feel me tremble,paul westerberg/paul westerberg,2003,1
196144,5272,1090491,live in japan,the microphones,2004,live in japan,rainbow/rainbow,2015,0
269833,4350,601156,the ultimate collection,michael jackson,2004,the ultimate collection,ace of base/ace of base,2005,0
314792,6638,144830,thinking of you,bogdan raczynski,,thinking of you,blacknuss/blacknuss,2000,0
559808,1749,30663,biggest bluest hi-fi,camera obscura,2001/2004,biggest bluest hi-fi,camera obscura/camera obscura,2001,1
423221,13613,691350,let's build a roof,lake,2009,let's build a roof,lake (4),2009,1
681738,17295,640163,at the bbc,amy winehouse,2012,at the bbc,the chords (2),2001,0
603010,17330,323045,sometimes good weather follows bad people,califone,2002/2012,sometimes good weather follows bad people,califone/califone,2000,1
306457,3932,46973,audit in progress,hot snakes,2004,audit in progress,hot snakes/hot snakes,2004,1
476552,678,119313,when your heartstrings break,beulah,1999,when your heartstrings break,beulah/beulah,1999,1
352158,21785,371509,under the sun,mark pritchard,2016,under the sun,gordon gano & the ryans/gordon gano & the ryans,2009,0
397271,4196,112964,what we must,jaga jazzist,2005,what we must,jaga jazzist/jaga jazzist,2005,1
191053,14614,292667,we can't fly,aeroplane,2010,we can't fly,aeroplane (4)/aeroplane (4),2010,1
618498,14933,290067,land and fixed,blank dogs,2010,land and fixed,blank dogs/blank dogs,2010,1
47983,11204,1064841,what doesn't kill us,what made milwaukee famous,2008,what doesn't kill us,throw the fight/throw the fight,2012,0
543162,11936,57665,huffin' rag blues,nurse with wound,2008,huffin' rag blues,nurse with wound/nurse with wound,2008,1
35794,4014,395332,the ultimate collection,billie holiday,2005,the ultimate collection,electric light orchestra/electric light orchestra,2001,0
592263,21982,1016490,you will never be one of us,nails,2016,you will never be one of us,nails,2016,1
224976,12793,236877,vignetting the compost,bibio,2009,vignetting the compost,bibio/bibio,2009,1
189219,13158,279866,i love you,amanda blank,2009,i love you,diana ross,2006,0
320161,10720,149631,the sultanic verses,mark sultan,2007,the sultanic verses,mark sultan/mark sultan,2007,1
21351,11686,972059,the best of,radiohead,2008,the best of,marko perković thompson,2001,0
377524,10491,288999,an ethereal oracle,warhammer 48k,2007,an ethereal oracle,warhammer 48k/warhammer 48k,2007,1
421418,704,8105,summer in the southeast,bonnie prince billy,2005,summer in the southeast,"bonnie ""prince"" billy/bonnie ""prince"" billy",2005,1
211388,1898,5837,idol tryouts two: ghostly international vol. two,various artists,2006,idol tryouts two: ghostly international vol. two,various/various,2006,1
395681,11686,779517,the best of,radiohead,2008,the best of,blackmore's night/blackmore's night,2003,0
164385,14663,262609,return ii space,digital mystikz,2010,return ii space,digital mystikz/digital mystikz,2010,1
370218,4970,268204,oh you're so silent jens,jens lekman,2005,oh you're so silent jens,jens lekman/jens lekman,2005,1
169085,17404,505554,vanquish in vengeance,incantation,2012,vanquish in vengeance,incantation,2012,1
244633,19325,406829,the god complex,goldlink,2014,the god complex,another breath/another breath,2009,0
110093,21667,967632,long way home,lpsley,2016,long way home,låpsley/låpsley,2016,1
34958,4317,108443,d-d-don't don't stop the beat,junior senior,2003,d-d-don't don't stop the beat,junior senior/junior senior,2002,1
275080,7885,58634,the virgin suicides,various artists,2000,the virgin suicides,air,2000,0
114532,129,287399,here comes everyone,aloha,2004,here comes everyone,aloha (2)/aloha (2),2004,1
607958,16733,40174,the lost tapes,can,2012,the lost tapes,lootpack/lootpack,2004,0
20319,7281,9712,rain on lens,smog,2001,rain on lens,smog,2001,1
336699,2580,153706,remember that i love you,kimya dawson,2006,remember that i love you,kimya dawson/kimya dawson,2006,1
152333,11278,14825,at all ends,yellow swans,2007,at all ends,yellow swans/yellow swans,2007,1
601347,12009,342619,green rocky road,karen dalton,2008,green rocky road,karen dalton/karen dalton,2008,1
23686,17101,466293,respect the fly shit,meyhem lauren,2012,respect the fly shit,meyhem/meyhem,2012,1
432906,21994,1015191,the glowing man,swans,2016,the glowing man,swans/swans,2016,1
549552,21582,980060,lullabies for the broken brain,quelle chris,2016,lullabies for the broken brain,quelle chris,2016,1
84585,15695,626940,last night on earth,elysian fields,2011,last night on earth,end of green,2003,0
89205,10898,189420,read & burn 03,wire,2007,read & burn 03,wire/wire,2007,1
31928,3032,1069161,live in japan,fennesz,2003,live in japan,marty friedman/marty friedman,2007,0
125089,11686,57649,the best of,radiohead,2008,the best of,delerium/delerium,2004,0
401272,17542,495857,return of the savage,dj nature,2012,return of the savage,dj nature/dj nature,2012,1
582959,11686,878308,the best of,radiohead,2008,the best of,patrick cowley/patrick cowley,2002,0
23511,3260,761010,see you next tuesday,fannypack,2005,see you next tuesday,carl cox/carl cox/nicole moudaber/nicole moudaber,2014,0
616941,460,1021459,long live the well-doer,arbouretum,2004,long live the well-doer,arbouretum,2004,1
470847,19999,634113,the inevitable end,ryksopp,2014,the inevitable end,smothered/smothered,2013,0
261184,20340,957905,no news from home,houndstooth,2015,no news from home,houndstooth/houndstooth,2015,1
60468,14137,241715,it all falls apart,the sight below,2010,it all falls apart,the sight below/the sight below,2010,1
240128,12462,41680,i am... sasha fierce,beyonc,2008,i am... sasha fierce,beyoncé/beyoncé,2008,1
503876,12515,184491,christmas on mars,the flaming lips,2008,christmas on mars,the flaming lips/the flaming lips,2004,1
253129,12703,23204,the century of self,...and you will know us by the trail of dead,2009,the century of self,...and you will know us by the trail of dead,2009,1
119794,17340,516446,the crystal ark,the crystal ark,2012,the crystal ark,the crystal ark/the crystal ark,2012,1
581659,3748,623044,burn to shine,"ben harper, the innocent criminals",1999,burn to shine,ben harper & the innocent criminals/ben harper & the innocent criminals,1999,1
571767,16522,429506,the flaming lips and heady fwends,the flaming lips,2012,the flaming lips and heady fwends,the flaming lips,2012,1
675813,2130,46312,rethinking the weather,daedelus,2003,rethinking the weather,daedelus/daedelus,2003,1
146731,22092,1103947,live at third man records,scharpling & wurster,2016,live at third man records,woods (2),2016,0
26461,18067,844909,live in concert,wiz khalifa & curren$y,2013,live in concert,jimmy kelly & the street orchestra/jimmy kelly & the street orchestra,2015,0
581770,20097,826045,live at the music hall,phosphorescent,2015,live at the music hall,phosphorescent/phosphorescent,2015,1
76690,20907,860462,"woodstock sessions, vol. 4",team sleep,2015,"woodstock sessions, vol. 4",team sleep/team sleep,2015,1
551494,14819,755363,an introduction to...,elliott smith,2010,an introduction to...,tangerine dream/tangerine dream,2004,0
194695,9783,167610,the enemy chorus,the earlies,2007,the enemy chorus,the earlies/the earlies,2007,1
575549,15920,369886,the sea of memories,pallers,2011,the sea of memories,bush/bush,2011,0
127792,5156,281116,several arrows later,matt pond pa,2005,several arrows later,matt pond pa,2005,1
634799,13587,228094,keep in mind frankenstein,grand archives,2009,keep in mind frankenstein,grand archives/grand archives,2009,1
629033,8027,282351,front parlour ballads,richard thompson,2005,front parlour ballads,richard thompson/richard thompson,2005,1
41809,12218,248820,fajar di atas awan,suarasama,1998/2008,fajar di atas awan,suarasama,2008,1
397126,12508,32501,universal mind control,common,2008,universal mind control,common/common,2008,1
598978,12389,120077,a hundred million suns,snow patrol,2008,a hundred million suns,snow patrol/snow patrol,2008,1
83792,14371,321726,earth vs. the pipettes,the pipettes,2010,earth vs. the pipettes,the pipettes,2010,1
186006,18118,571441,melt yourself down,melt yourself down,2013,melt yourself down,melt yourself down/melt yourself down,2013,1
201349,15793,575724,dreams come true,cant,2011,dreams come true,heidi montag/heidi montag,2012,0
604322,8294,240927,disenchanted hearts unite,tullycraft,2005,disenchanted hearts unite,tullycraft/tullycraft,2005,1
498910,6581,25867,the fire in our throats will beckon the thaw,pelican,2005,the fire in our throats will beckon the thaw,pelican (2)/pelican (2),2005,1
97763,15314,328805,the head and the heart,the head and the heart,2011,the head and the heart,the head and the heart/the head and the heart,2010,1
50716,637,2697,push barman to open old wounds,belle and sebastian,2005,push barman to open old wounds,belle & sebastian/belle & sebastian,2005,1
483867,13974,220792,"tomorrow, in a year","the knife, planningtorock, mt. sims",2010,"tomorrow, in a year",mount sims/planningtorock/the knife,2010,1
451130,17374,493643,a wrenched virile lore,mogwai,2012,a wrenched virile lore,mogwai/mogwai,2012,1
590053,15720,340635,breaking the frame,surgeon,2011,breaking the frame,surgeon/surgeon,2011,1
432296,18863,650051,angel guts: red classroom,xiu xiu,2014,angel guts: red classroom,xiu xiu/xiu xiu,2014,1
409892,19665,759811,trouble in paradise,la roux,2014,trouble in paradise,child abuse/child abuse,2014,0
466377,16236,277005,i love you,jason urick,2012,i love you,faith evans/faith evans,2002,0
399696,21322,919949,rivers and streams,lubomyr melnyk,2015,rivers and streams,lubomyr melnyk/lubomyr melnyk,2015,1
295843,21143,960164,deeper than sky,vhl,2015,deeper than sky,vhol,2015,1
142390,10237,66089,flight of the bass delegate,jai-alai savant,2007,flight of the bass delegate,the jai-alai savant/the jai-alai savant,2007,1
598819,11256,187997,just a little lovin',shelby lynne,2008,just a little lovin',shelby lynne/shelby lynne,2008,1
511913,13534,338172,we're on your side,slaraffenland,2009,we're on your side,slaraffenland/slaraffenland,2009,1
398077,5886,1059029,three piece suite,jack nitzsche,2003,three piece suite,skeewiff/skeewiff,2002,0
61319,12012,377171,the greatest story ever told,david banner,2008,the greatest story ever told,david banner/david banner,2008,1
20918,8026,1138999,live from austin tx,richard thompson,2005,live from austin tx,drive-by truckers,2009,0
670137,20187,743120,fight for yourself,zex,2015,fight for yourself,zex (3)/zex (3),2014,1
384647,21999,1019594,emotions and math,margaret glaspy,2016,emotions and math,margaret glaspy,2016,1
191847,11373,785491,you cross my path,the charlatans uk,2008,you cross my path,the charlatans/the charlatans,2007,1
598313,15372,482880,born with stripes,the donkeys,2011,born with stripes,the donkeys/the donkeys,2011,1
247455,20999,877638,beauty behind the madness,the weeknd,2015,beauty behind the madness,the weeknd/the weeknd,2015,1
86326,2685,191115,back to me,kathleen edwards,2005,back to me,kathleen edwards/kathleen edwards,2005,1
40365,5543,147594,take your skin off,mindflayer,2003,take your skin off,mindflayer/mindflayer,2003,1
673611,12493,44243,a cross the universe,justice,2008,a cross the universe,justice (3)/justice (3),2008,1
58245,13721,10504,live in new york,the doors,2009,live in new york,death in june/death in june,2006,0
241629,21588,596612,you and i,jeff buckley,2016,you and i,claire nicolson/claire nicolson/yellowhammer/yellowhammer,2010,0
66674,9922,407932,out of the blue,electric light orchestra,1977/2007,out of the blue,miles davis/miles davis,2001,0
242365,11433,152737,the age of the understatement,the last shadow puppets,2008,the age of the understatement,the last shadow puppets/the last shadow puppets,2008,1
571540,10631,638328,bolts of melody,adam franklin,2007,bolts of melody,adam franklin,2007,1
464447,21502,951000,nine track mind,charlie puth,2016,nine track mind,charlie puth,2016,1
211707,9238,7785,in my mind,pharrell,2006,in my mind,paris avenue/paris avenue,2006,0
531499,11444,207251,h.n.i.c. pt. 2,prodigy,2008,h.n.i.c. pt. 2,prodigy/prodigy,2008,1
187095,18103,565132,field of reeds,these new puritans,2013,field of reeds,these new puritans/these new puritans,2013,1
231084,1503,1021296,end of love,clem snide,2005,end of love,anna abreu,2007,0
248669,10971,111733,life goes on,trae,2007,life goes on,dj alpha/dj alpha,2003,0
281969,8026,1129261,live from austin tx,richard thompson,2005,live from austin tx,neko case/neko case,2007,0
431804,21984,1017438,the big cover-up,"todd terje, the olsens",2016,the big cover-up,the olsens/the olsens/todd terje/todd terje,2016,1
297004,6356,3847,you are here,+/-,2003,you are here,banco de gaia,2004,0
345043,12591,180908,we mean business,epmd,2008,we mean business,epmd/epmd,2008,1
33238,8248,1096600,the complete recordings,28th day,2003,the complete recordings,orange (13)/orange (13),2016,0
377831,450,3394,not going anywhere,keren ann,2004,not going anywhere,keren ann/keren ann,2003,1
